Loyalty Number,Country,Province,City,Postal Code,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,Cancellation Year,Cancellation Month,salary_imputed_flag,flights_2017,distance_2017,points_earned_2017,points_redeemed_2017,dollar_redeemed_2017,active_months_2017,flights_2018,Silent_Churn_Flag,Formally_Cancelled,education_rank,card_rank,is_married,Cluster,Churn_Risk_Score,Strategic_Segment
543478,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,61452.0,Married,Aurora,5421.02,Standard,2017,10,,,0,7,7263,7263.0,0,0,2,15,0,0,3,3,1,1,0.0746268630027771,At-Risk Infrequent Flyers
553558,Canada,Quebec,Hull,J8Y 3Z5,Female,Doctor,299953.0,Divorced,Aurora,5421.05,Standard,2014,12,,,0,13,15274,15274.0,450,81,5,13,0,0,5,3,0,0,0.04316546767950058,Elite Professionals (Low-Frequency)
576690,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,50770.0,Divorced,Aurora,5421.52,Standard,2014,9,,,0,28,45365,45365.0,0,0,10,19,0,0,3,3,0,3,0.010416666977107525,Single Frequent Flyers
308629,Canada,Ontario,Toronto,M2M 7K8,Female,College,73510.0,Married,Aurora,5426.14,Standard,2016,1,2018.0,6.0,1,19,22830,22830.0,0,0,5,12,0,1,2,3,1,2,0.0746268630027771,Married Loyalists
276990,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,48814.0,Married,Aurora,5426.86,Standard,2013,3,,,0,20,22861,22861.0,0,0,6,19,0,0,3,3,1,2,0.019607843831181526,Married Loyalists
912293,Canada,Alberta,Edmonton,T3G 6Y6,Female,Bachelor,48814.0,Married,Aurora,5426.86,Standard,2014,9,,,0,25,36222,36222.0,0,0,7,18,0,0,3,3,1,2,0.015625,Married Loyalists
994676,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,86467.0,Married,Aurora,5427.48,Standard,2016,5,,,0,28,37085,37085.0,424,76,7,23,0,0,3,3,1,2,0.010416666977107525,Married Loyalists
527640,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,68435.0,Married,Aurora,5432.86,Standard,2013,7,,,0,17,22844,22844.0,0,0,5,17,0,0,3,3,1,2,0.0746268630027771,Married Loyalists
564141,Canada,Ontario,Toronto,M2M 7K8,Male,College,73510.0,Single,Aurora,5435.77,Standard,2014,1,2018.0,9.0,1,15,23041,23041.0,0,0,8,19,0,1,2,3,0,3,0.015625,Single Frequent Flyers
908123,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,48985.0,Married,Aurora,5437.91,Standard,2014,5,,,0,24,39448,39448.0,1883,339,8,25,0,0,3,3,1,2,0.015625,Married Loyalists
222453,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,70485.0,Married,Aurora,5438.7,Standard,2016,3,,,0,21,37429,37429.0,599,108,7,20,0,0,3,3,1,2,0.019607843831181526,Married Loyalists
580356,Canada,Ontario,Toronto,P5S 6R4,Female,College,73510.0,Single,Aurora,5439.34,Standard,2013,7,,,1,23,35983,35983.0,344,62,9,12,0,0,2,3,0,3,0.010416666977107525,Single Frequent Flyers
771713,Canada,Alberta,Peace River,T9O 2W2,Male,Bachelor,94619.0,Married,Aurora,5441.42,Standard,2017,4,,,0,14,17952,17952.0,0,0,5,16,0,0,3,3,1,1,0.0746268630027771,At-Risk Infrequent Flyers
430817,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,82262.0,Married,Aurora,5447.2,Standard,2017,2,,,0,12,15373,15373.0,0,0,6,23,0,0,3,3,1,1,0.06849315017461777,At-Risk Infrequent Flyers
405739,Canada,New Brunswick,Fredericton,E3B 2H2,Male,College,73510.0,Married,Aurora,5447.81,Standard,2013,8,2017.0,12.0,1,23,39317,39317.0,2756,496,9,0,1,1,2,3,1,2,0.13725490868091583,Married Loyalists
831180,Canada,Quebec,Montreal,H4G 3T4,Male,College,73510.0,Married,Aurora,5447.81,Standard,2015,9,,,1,24,36365,36365.0,0,0,7,21,0,0,2,3,1,2,0.015625,Married Loyalists
144633,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,72506.0,Single,Aurora,5447.84,Standard,2012,7,,,0,24,40629,40629.0,0,0,7,26,0,0,3,3,0,3,0.04316546767950058,Single Frequent Flyers
918564,Canada,Alberta,Peace River,T9O 2W2,Female,Bachelor,94322.0,Married,Aurora,5448.56,Standard,2014,1,,,0,18,28416,28416.0,0,0,7,12,0,0,3,3,1,2,0.019607843831181526,Married Loyalists
444931,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Doctor,144697.0,Married,Aurora,5452.63,Standard,2015,1,,,0,24,35175,35175.0,343,62,8,29,0,0,5,3,1,0,0.010416666977107525,Elite Professionals (Low-Frequency)
347955,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,82740.0,Married,Aurora,5453.71,Standard,2017,2,,,0,21,34788,34788.0,0,0,7,15,0,0,3,3,1,2,0.019607843831181526,Married Loyalists
458074,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,56653.0,Single,Aurora,5453.71,Standard,2014,6,,,0,20,32293,32293.0,434,78,8,27,0,0,3,3,0,3,0.015625,Single Frequent Flyers
734307,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,80447.0,Single,Aurora,5454.59,Standard,2014,12,,,0,24,30247,30247.0,1021,184,9,32,0,0,3,3,0,3,0.015625,Single Frequent Flyers
991568,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,80447.0,Single,Aurora,5454.59,Standard,2016,10,,,0,32,47967,47967.0,0,0,11,16,0,0,3,3,0,3,0.0,Single Frequent Flyers
174439,Canada,Alberta,Edmonton,T9G 1W3,Female,College,73510.0,Divorced,Aurora,5454.89,Standard,2015,8,,,1,21,29329,29329.0,0,0,9,22,0,0,2,3,0,3,0.015625,Single Frequent Flyers
719192,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,92794.0,Married,Aurora,5459.22,Standard,2014,2,,,0,19,35717,35717.0,1126,203,7,22,0,0,3,3,1,2,0.015625,Married Loyalists
915638,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,63116.0,Married,Aurora,5461.97,Standard,2016,11,,,0,14,26502,26502.0,0,0,5,15,0,0,3,3,1,2,0.0746268630027771,Married Loyalists
792514,Canada,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,71730.0,Married,Aurora,5465.6,Standard,2016,1,,,0,17,29476,29476.0,1262,227,8,27,0,0,3,3,1,2,0.015625,Married Loyalists
202864,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,71792.0,Married,Aurora,5470.06,Standard,2016,5,,,0,16,26073,26073.0,653,118,6,24,0,0,3,3,1,2,0.019607843831181526,Married Loyalists
845273,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,71792.0,Married,Aurora,5470.06,Standard,2016,7,,,0,22,37153,37153.0,728,131,8,18,0,0,3,3,1,2,0.015625,Married Loyalists
930900,Canada,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,71792.0,Married,Aurora,5470.06,Standard,2013,6,,,0,16,24510,24510.0,1754,315,6,10,0,0,3,3,1,2,0.019607843831181526,Married Loyalists
447544,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,70117.0,Married,Aurora,5476.53,Standard,2015,5,,,0,14,23197,23197.0,570,103,5,15,0,0,3,3,1,2,0.0746268630027771,Married Loyalists
343994,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,72888.0,Married,Aurora,5479.56,Standard,2015,12,,,0,34,39271,39271.0,1011,182,11,23,0,0,3,3,1,2,0.010416666977107525,Married Loyalists
330316,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,59867.0,Married,Aurora,5479.85,Standard,2014,2,,,0,18,25120,25120.0,0,0,6,15,0,0,3,3,1,2,0.06849315017461777,Married Loyalists
685408,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,66259.0,Divorced,Aurora,5480.7,Standard,2012,10,,,0,14,21125,21125.0,0,0,6,28,0,0,3,3,0,3,0.0746268630027771,Single Frequent Flyers
773598,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,66746.0,Married,Aurora,5484.59,Standard,2016,10,,,0,20,30320,30320.0,702,126,8,4,0,0,3,3,1,2,0.015625,Married Loyalists
374266,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,56699.0,Married,Aurora,5488.93,Standard,2014,8,,,0,28,37547,37547.0,0,0,9,28,0,0,3,3,1,2,0.015625,Married Loyalists
912757,Canada,Alberta,Edmonton,T9G 1W3,Male,Bachelor,69184.0,Divorced,Aurora,5489.21,Standard,2015,7,,,0,19,34758,34758.0,704,127,6,26,0,0,3,3,0,3,0.0746268630027771,Single Frequent Flyers
175249,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,97183.0,Married,Aurora,5494.87,Standard,2013,5,,,0,32,49904,49904.0,1195,216,10,14,0,0,3,3,1,2,0.0,Married Loyalists
306068,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,97183.0,Married,Aurora,5494.87,Standard,2016,1,,,0,29,37061,37061.0,425,77,10,16,0,0,3,3,1,2,0.0,Married Loyalists
233084,Canada,Quebec,Hull,J8Y 3Z5,Male,High School or Below,65565.0,Married,Aurora,5498.94,Standard,2014,3,,,0,26,27604,27604.0,1354,244,9,31,0,0,1,3,1,2,0.0,Married Loyalists
484495,Canada,British Columbia,Vancouver,V1E 4R6,Female,High School or Below,65565.0,Married,Aurora,5498.94,Standard,2015,2,,,0,22,36532,36532.0,409,74,8,29,0,0,1,3,1,2,0.015625,Married Loyalists
595978,Canada,Ontario,Toronto,M8Y 4K8,Female,High School or Below,65565.0,Married,Aurora,5498.94,Standard,2017,5,,,0,12,18711,18711.0,0,0,5,15,0,0,1,3,1,1,0.019607843831181526,At-Risk Infrequent Flyers
227906,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,94891.0,Married,Aurora,5500.01,Standard,2015,7,,,0,5,11230,11230.0,774,139,3,23,0,0,3,3,1,1,0.13725490868091583,At-Risk Infrequent Flyers
701954,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,57808.0,Divorced,Aurora,5500.58,Standard,2017,6,,,0,9,14117,14117.0,0,0,4,12,0,0,3,3,0,1,0.16410256922245026,At-Risk Infrequent Flyers
846277,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,57808.0,Divorced,Aurora,5500.58,Standard,2014,1,,,0,13,21020,21020.0,376,68,7,15,0,0,3,3,0,3,0.019607843831181526,Single Frequent Flyers
968034,Canada,Newfoundland,St. John's,A1C 6H9,Female,College,73510.0,Married,Aurora,5502.73,Standard,2015,6,,,1,40,53026,53026.0,511,92,14,40,0,0,2,3,1,2,0.0,Married Loyalists
549238,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,75762.0,Single,Aurora,5503.92,Standard,2017,2,,,0,17,30635,30635.0,0,0,7,38,0,0,3,3,0,3,0.019607843831181526,Single Frequent Flyers
209172,Canada,Quebec,Montreal,H2T 9K8,Male,College,73510.0,Married,Aurora,5504.14,Standard,2013,8,,,1,19,32552,32552.0,1153,208,6,16,0,0,2,3,1,2,0.04316546767950058,Married Loyalists
346633,Canada,Ontario,Toronto,M1R 4K3,Female,College,73510.0,Married,Aurora,5504.14,Standard,2017,8,,,1,9,17549,17549.0,0,0,3,27,0,0,2,3,1,1,0.1666666716337204,At-Risk Infrequent Flyers
143730,Canada,Saskatchewan,Regina,S6J 3G0,Male,Bachelor,101984.0,Married,Aurora,5505.69,Standard,2012,6,,,0,13,12420,12420.0,910,164,5,20,0,0,3,3,1,1,0.015625,At-Risk Infrequent Flyers
105688,Canada,British Columbia,Vancouver,V1E 4R6,Female,College,73510.0,Married,Aurora,5507.06,Standard,2014,6,,,1,24,42342,42342.0,640,115,9,21,0,0,2,3,1,2,0.015625,Married Loyalists
235063,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,56959.0,Married,Aurora,5509.38,Standard,2015,8,,,0,15,22870,22870.0,0,0,6,14,0,0,3,3,1,2,0.019607843831181526,Married Loyalists
325082,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,56959.0,Married,Aurora,5509.38,Standard,2014,1,,,0,17,22093,22093.0,611,110,7,17,0,0,3,3,1,2,0.019607843831181526,Married Loyalists
282542,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,104755.0,Married,Aurora,5510.97,Standard,2013,3,,,0,28,55012,55012.0,330,59,10,16,0,0,3,3,1,2,0.0,Married Loyalists
244676,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,65546.0,Married,Aurora,5512.34,Standard,2017,10,,,0,8,16889,16889.0,328,59,2,21,0,0,3,3,1,1,0.25,At-Risk Infrequent Flyers
749328,Canada,Ontario,Toronto,M1R 4K3,Male,Bachelor,48896.0,Single,Aurora,5514.34,Standard,2016,6,,,0,22,41475,41475.0,0,0,8,18,0,0,3,3,0,3,0.015625,Single Frequent Flyers
621750,Canada,Yukon,Whitehorse,Y2K 6R0,Female,Bachelor,87493.0,Divorced,Aurora,5515.25,Standard,2014,7,,,0,16,21539,21539.0,428,77,7,20,0,0,3,3,0,3,0.019607843831181526,Single Frequent Flyers
524234,Canada,Ontario,Ottawa,K1G 4Z0,Male,Bachelor,51026.0,Divorced,Aurora,5520.15,Standard,2012,7,,,0,18,29368,29368.0,1028,185,7,26,0,0,3,3,0,3,0.015625,Single Frequent Flyers
344121,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,101186.0,Divorced,Aurora,5520.48,Standard,2016,4,,,0,21,35506,35506.0,1840,331,7,21,0,0,3,3,0,3,0.015625,Single Frequent Flyers
451240,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,94551.0,Married,Aurora,5522.52,Standard,2014,8,,,0,17,22834,22834.0,820,148,6,26,0,0,3,3,1,2,0.019607843831181526,Married Loyalists
370744,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,100860.0,Married,Aurora,5526.44,Standard,2016,6,,,0,9,11014,11014.0,498,90,6,16,0,0,3,3,1,1,0.019607843831181526,At-Risk Infrequent Flyers
182130,Canada,Ontario,Toronto,M2Z 4K1,Female,College,73510.0,Married,Aurora,5527.99,Standard,2014,5,,,1,17,26799,26799.0,0,0,6,11,0,0,2,3,1,2,0.04316546767950058,Married Loyalists
231047,Canada,Ontario,Toronto,M2P 4F6,Female,Bachelor,58314.0,Single,Aurora,5528.21,Standard,2013,10,,,0,5,8802,8802.0,0,0,3,18,0,0,3,3,0,1,0.16410256922245026,At-Risk Infrequent Flyers
422358,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,58314.0,Single,Aurora,5528.21,Standard,2016,7,,,0,24,41833,41833.0,0,0,9,22,0,0,3,3,0,3,0.015625,Single Frequent Flyers
612233,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,58314.0,Single,Aurora,5528.21,Standard,2015,3,,,0,16,29121,29121.0,0,0,6,8,0,0,3,3,0,3,0.06849315017461777,Single Frequent Flyers
324295,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,68968.0,Married,Aurora,5531.63,Standard,2017,6,,,0,11,14722,14722.0,331,60,4,26,0,0,3,3,1,1,0.16410256922245026,At-Risk Infrequent Flyers
957276,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,68968.0,Married,Aurora,5531.63,Standard,2015,7,2017.0,11.0,0,29,43440,43440.0,1462,263,9,0,1,1,3,3,1,2,0.0,Married Loyalists
392430,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,53189.0,Divorced,Aurora,5532.46,Standard,2015,10,,,0,17,25436,25436.0,0,0,5,16,0,0,3,3,0,3,0.0746268630027771,Single Frequent Flyers
343425,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,98651.0,Married,Aurora,5532.75,Standard,2016,1,2017.0,4.0,0,9,8700,8700.0,413,74,3,0,1,1,3,3,1,1,0.16410256922245026,At-Risk Infrequent Flyers
152423,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,75642.0,Married,Aurora,5532.86,Standard,2012,8,,,0,11,19860,19860.0,604,109,5,24,0,0,3,3,1,1,0.0746268630027771,At-Risk Infrequent Flyers
588516,Canada,Ontario,Toronto,M2M 6J7,Female,Bachelor,70119.0,Married,Aurora,5536.39,Standard,2016,5,,,0,20,31463,31463.0,497,89,7,28,0,0,3,3,1,2,0.04316546767950058,Married Loyalists
793549,Canada,Manitoba,Winnipeg,R3R 3T4,Female,Bachelor,90979.0,Married,Aurora,5539.35,Standard,2017,3,,,0,16,25713,25713.0,917,165,6,28,0,0,3,3,1,2,0.019607843831181526,Married Loyalists
441509,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,77435.0,Married,Aurora,5550.15,Standard,2015,2,,,0,19,23424,23424.0,1148,206,6,17,0,0,3,3,1,2,0.019607843831181526,Married Loyalists
218362,Canada,Ontario,Toronto,M2M 6J7,Female,Bachelor,81810.0,Married,Aurora,5553.3,Standard,2016,9,,,0,14,21705,21705.0,0,0,5,12,0,0,3,3,1,1,0.0746268630027771,At-Risk Infrequent Flyers
304600,Canada,Quebec,Montreal,H4G 3T4,Male,High School or Below,73909.0,Married,Aurora,5553.8,Standard,2015,4,,,0,19,33706,33706.0,0,0,7,35,0,0,1,3,1,2,0.019607843831181526,Married Loyalists
237770,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,86067.0,Single,Aurora,5555.83,Standard,2017,5,,,0,26,37036,37036.0,424,76,10,23,0,0,3,3,0,3,0.0,Single Frequent Flyers
359091,Canada,Saskatchewan,Regina,S6J 3G0,Male,Bachelor,86067.0,Single,Aurora,5555.83,Standard,2017,5,,,0,30,36720,36720.0,387,70,9,21,0,0,3,3,0,3,0.0,Single Frequent Flyers
645986,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,86067.0,Single,Aurora,5555.83,Standard,2014,3,,,0,27,44946,44946.0,0,0,10,11,0,0,3,3,0,3,0.015625,Single Frequent Flyers
851871,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,86067.0,Single,Aurora,5555.83,Standard,2012,9,,,0,18,28074,28074.0,0,0,7,15,0,0,3,3,0,3,0.019607843831181526,Single Frequent Flyers
905907,Canada,Ontario,Toronto,P1L 8X8,Female,College,73510.0,Married,Aurora,5560.28,Standard,2015,12,,,1,23,45182,45182.0,320,58,8,28,0,0,2,3,1,2,0.015625,Married Loyalists
128475,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,99724.0,Divorced,Aurora,5561.29,Standard,2013,12,,,0,11,9676,9676.0,372,67,5,15,0,0,3,3,0,1,0.04316546767950058,At-Risk Infrequent Flyers
958026,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,99724.0,Divorced,Aurora,5561.29,Standard,2017,6,2018.0,7.0,0,6,8060,8060.0,400,72,3,14,0,1,3,3,0,1,0.16410256922245026,At-Risk Infrequent Flyers
431201,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,75555.0,Married,Aurora,5562.46,Standard,2017,10,,,0,6,9430,9430.0,0,0,2,9,0,0,3,3,1,1,0.16410256922245026,At-Risk Infrequent Flyers
665373,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,68372.0,Married,Aurora,5564.74,Standard,2016,9,2017.0,5.0,0,10,15528,15528.0,0,0,4,0,1,1,3,3,1,1,0.16410256922245026,At-Risk Infrequent Flyers
802316,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,98209.0,Single,Aurora,5565.89,Standard,2012,9,,,0,17,28737,28737.0,1708,307,8,14,0,0,3,3,0,3,0.019607843831181526,Single Frequent Flyers
640833,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,70905.0,Married,Aurora,5568.89,Standard,2016,8,,,0,22,34664,34664.0,0,0,8,21,0,0,3,3,1,2,0.015625,Married Loyalists
317094,Canada,Ontario,Ottawa,K1F 2R2,Male,College,73510.0,Single,Aurora,5568.95,Standard,2017,3,,,1,23,33780,33780.0,616,111,7,18,0,0,2,3,0,3,0.019607843831181526,Single Frequent Flyers
917725,Canada,Saskatchewan,Regina,S1J 3C5,Male,College,73510.0,Single,Aurora,5568.95,Standard,2015,3,,,1,25,42967,42967.0,0,0,9,22,0,0,2,3,0,3,0.015625,Single Frequent Flyers
707276,Canada,Alberta,Calgary,T3E 2V9,Male,Bachelor,71103.0,Married,Aurora,5569.46,Standard,2015,2,,,0,7,8120,8120.0,948,171,5,9,0,0,3,3,1,1,0.0746268630027771,At-Risk Infrequent Flyers
451819,Canada,British Columbia,Victoria,V10 6T5,Male,Doctor,207468.0,Married,Aurora,5570.18,Standard,2012,12,,,0,13,19180,19180.0,878,158,6,15,0,0,5,3,1,0,0.015625,Elite Professionals (Low-Frequency)
761966,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,94631.0,Single,Aurora,5570.22,Standard,2015,12,,,0,12,22191,22191.0,603,109,7,15,0,0,3,3,0,3,0.019607843831181526,Single Frequent Flyers
968370,Canada,Newfoundland,St. John's,A1C 6H9,Male,Bachelor,94631.0,Single,Aurora,5570.22,Standard,2015,10,,,0,32,42798,42798.0,564,102,11,25,0,0,3,3,0,3,0.010416666977107525,Single Frequent Flyers
767385,Canada,Ontario,Sudbury,M5V 1G5,Male,Bachelor,46596.0,Married,Aurora,5574.62,Standard,2014,9,,,0,22,28759,28759.0,1099,198,8,17,0,0,3,3,1,2,0.010416666977107525,Married Loyalists
576498,Canada,Quebec,Quebec City,G1B 3L5,Male,High School or Below,57844.0,Married,Aurora,5575.2,Standard,2014,1,,,0,22,24020,24020.0,0,0,6,9,0,0,1,3,1,2,0.019607843831181526,Married Loyalists
799992,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,98801.0,Married,Aurora,5575.75,Standard,2016,12,,,0,22,44182,44182.0,448,81,8,17,0,0,3,3,1,2,0.015625,Married Loyalists
225482,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,103522.0,Married,Aurora,5577.54,Standard,2013,4,,,0,18,34376,34376.0,0,0,7,13,0,0,3,3,1,2,0.019607843831181526,Married Loyalists
249381,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,52217.0,Married,Aurora,5578.52,Standard,2018,7,,,0,27,51180,51180.0,1208,217,11,25,0,0,3,3,1,2,0.0,Married Loyalists
635531,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,55302.0,Married,Aurora,5580.92,Standard,2013,4,,,0,17,30040,30040.0,1028,185,8,21,0,0,3,3,1,2,0.015625,Married Loyalists
354150,Canada,Manitoba,Winnipeg,R6Y 4T5,Male,Bachelor,74293.0,Single,Aurora,5583.07,Standard,2017,8,,,0,3,5636,5636.0,0,0,2,19,0,0,3,3,0,1,0.16410256922245026,At-Risk Infrequent Flyers
601131,Canada,Yukon,Whitehorse,Y2K 6R0,Female,Doctor,170041.0,Married,Aurora,5584.96,Standard,2016,2,,,0,19,33991,33991.0,0,0,8,33,0,0,5,3,1,0,0.015625,Elite Professionals (Low-Frequency)
306965,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,100809.0,Married,Aurora,5586.89,Standard,2013,6,2018.0,10.0,0,16,30919,30919.0,0,0,7,17,0,1,3,3,1,2,0.019607843831181526,Married Loyalists
895972,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Doctor,164418.0,Married,Aurora,5586.97,Standard,2013,9,,,0,20,27289,27289.0,387,70,6,23,0,0,5,3,1,0,0.019607843831181526,Elite Professionals (Low-Frequency)
195848,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,84454.0,Single,Aurora,5592.16,Standard,2014,7,,,0,17,20462,20462.0,0,0,7,23,0,0,3,3,0,3,0.019607843831181526,Single Frequent Flyers
111912,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,77443.0,Divorced,Aurora,5592.46,Standard,2016,6,,,0,16,27265,27265.0,628,113,7,31,0,0,3,3,0,3,0.019607843831181526,Single Frequent Flyers
686838,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,102452.0,Married,Aurora,5593.43,Standard,2014,8,,,0,13,18086,18086.0,0,0,5,29,0,0,3,3,1,1,0.0746268630027771,At-Risk Infrequent Flyers
178331,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,86388.0,Single,Aurora,5595.39,Standard,2015,12,,,0,20,36029,36029.0,476,86,7,22,0,0,3,3,0,3,0.019607843831181526,Single Frequent Flyers
198167,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,86388.0,Single,Aurora,5595.39,Standard,2014,11,,,0,25,42811,42811.0,1481,267,10,18,0,0,3,3,0,3,0.015625,Single Frequent Flyers
202859,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,86388.0,Single,Aurora,5595.39,Standard,2015,3,,,0,11,18390,18390.0,0,0,5,16,0,0,3,3,0,1,0.0746268630027771,At-Risk Infrequent Flyers
714123,Canada,Alberta,Calgary,T3E 2V9,Male,Bachelor,86388.0,Single,Aurora,5595.39,Standard,2018,6,,,0,20,38026,38026.0,0,0,9,19,0,0,3,3,0,3,0.015625,Single Frequent Flyers
536082,Canada,New Brunswick,Moncton,E1A 2A7,Male,Master,100935.0,Married,Aurora,5595.97,Standard,2015,12,,,0,18,30741,30741.0,1187,214,9,16,0,0,4,3,1,2,0.010416666977107525,Married Loyalists
476080,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,59709.0,Married,Aurora,5597.12,Standard,2016,7,2017.0,5.0,0,10,16308,16308.0,553,100,4,0,1,1,3,3,1,1,0.16410256922245026,At-Risk Infrequent Flyers
898423,Canada,Newfoundland,St. John's,A1C 6H9,Female,Bachelor,59709.0,Married,Aurora,5597.12,Standard,2013,7,,,0,18,26635,26635.0,1167,211,5,22,0,0,3,3,1,2,0.06849315017461777,Married Loyalists
391402,Canada,Ontario,Toronto,P5S 6R4,Male,Bachelor,69765.0,Single,Aurora,5598.01,Standard,2017,6,,,0,12,20636,20636.0,0,0,3,27,0,0,3,3,0,1,0.13725490868091583,At-Risk Infrequent Flyers
902040,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,69765.0,Single,Aurora,5598.01,Standard,2014,7,,,0,25,40288,40288.0,0,0,10,19,0,0,3,3,0,3,0.015625,Single Frequent Flyers
688058,Canada,British Columbia,Vancouver,V5R 1W3,Male,Doctor,99747.0,Married,Aurora,5598.27,Standard,2016,9,,,0,8,14775,14775.0,373,67,4,22,0,0,5,3,1,1,0.16410256922245026,At-Risk Infrequent Flyers
844582,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,57527.0,Single,Aurora,5599.38,Standard,2014,4,,,0,22,24678,24678.0,1167,210,7,17,0,0,3,3,0,3,0.015625,Single Frequent Flyers
934912,Canada,Quebec,Montreal,H2T 9K8,Female,Doctor,71198.0,Married,Aurora,5601.68,Standard,2017,8,,,0,3,4921,4921.0,0,0,2,13,0,0,5,3,1,1,0.16410256922245026,At-Risk Infrequent Flyers
991356,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,46726.0,Married,Aurora,5604.33,Standard,2016,8,,,0,23,34777,34777.0,992,179,8,17,0,0,3,3,1,2,0.015625,Married Loyalists
981920,Canada,Alberta,Edmonton,T9G 1W3,Male,Bachelor,81063.0,Single,Aurora,5608.32,Standard,2012,7,,,0,18,19056,19056.0,500,90,7,23,0,0,3,3,0,3,0.019607843831181526,Single Frequent Flyers
